carid,price
5022.0,7.7
67841.0,1.99
33092.0,11.5
60056.0,8.28
33900.0,6.6
45004.0,9.18
8057.0,21.68
34860.0,18.6
37137.0,3.1
33701.0,16.88
56387.0,6.8
73333.0,1.38
66506.0,29.2
17085.0,6.25
52448.0,5.2
40666.0,25.5
32134.0,8.5
58464.0,19.98
28900.0,9.9
66828.0,8.28
66730.0,7.5
61489.0,15.38
12820.0,7.7
72908.0,3.23
73050.0,10.86
4852.0,28.2
39715.0,34.5
47231.0,4.98
5015.0,7.8
25247.0,10.8
61358.0,24.98
44446.0,17.9
17736.0,8.28
56730.0,17.5
35482.0,8.9799
14328.0,12.5
41911.0,17.9
44028.0,4.88
60155.0,15.8
48242.0,5.98
52229.0,12.88
40988.0,12.8
72621.0,5.5
22554.0,2.0
69868.0,15.0
55929.0,7.98
55195.0,10.6
12622.0,6.78
12591.0,8.4799
35202.0,7.0
63497.0,11.9
33978.0,6.58
63391.0,15.6
24035.0,16.98
55331.0,8.58
62599.0,7.52
45975.0,7.58
28840.0,148.8
27559.0,7.18
27505.0,31.88
14917.0,18.3799
56706.0,8.8
37733.0,4.88
9140.0,4.7
23406.0,8.9
16439.0,31.0
21506.0,3.18
57132.0,15.08
21299.0,2.3
54502.0,12.98
65283.0,9.8
39376.0,10.68
49565.0,17.7
60907.0,20.8
64653.0,15.8
37181.0,6.68
19334.0,5.8
28310.0,34.9
7041.0,66.2
67769.0,10.68
6064.0,15.8
18960.0,32.8
49436.0,4.0
51338.0,12.88
20686.0,33.56
65211.0,22.8
32996.0,2.38
65084.0,8.7
25934.0,9.2
34057.0,19.8
7812.0,12.8
50825.0,4.68
12218.0,5.28
13393.0,21.8
38473.0,36.8
15153.0,8.6
23395.0,10.0
23925.0,27.45
24593.0,20.5
3686.0,9.38
10681.0,9.36
33640.0,10.6
21167.0,21.7
12664.0,14.36
19771.0,10.2
3884.0,9.4
21768.0,5.9
66283.0,55.0
52894.0,18.88
31475.0,9.5
71970.0,9.78
6403.0,13.6
23985.0,43.0
66366.0,17.36
46560.0,52.98
30674.0,13.75
6376.0,19.5
27863.0,4.49
17123.0,36.6
31886.0,47.5
34265.0,9.0
45502.0,16.9
52822.0,5.58
66170.0,5.3
73502.0,13.28
69481.0,6.9
34495.0,30.98
42571.0,11.98
50432.0,7.38
22099.0,3.97
54903.0,6.18
59349.0,6.98
71723.0,6.1
11430.0,7.3
14424.0,8.2
51777.0,8.2
23230.0,3.28
38877.0,4.3
72324.0,9.5
15115.0,7.5
36759.0,12.98
33667.0,7.5
54650.0,14.0
65257.0,11.45
31917.0,1.98
24070.0,15.5
69141.0,22.3
31999.0,16.8
28737.0,3.58
63895.0,4.58
9711.0,32.98
50060.0,12.58
28670.0,7.4
57684.0,14.8
67572.0,13.2
62109.0,14.38
38833.0,58.0
63847.0,20.38
29749.0,1.98
3441.0,3.98
29870.0,6.68
19543.0,3.95
13759.0,10.1
38138.0,3.5
23931.0,11.38
48861.0,16.58
36774.0,65.5
40094.0,10.5
72270.0,4.68
41305.0,2.5
20371.0,20.68
64317.0,12.99
67253.0,4.58
68838.0,15.8
43844.0,26.8
23808.0,4.55
56892.0,7.8
16908.0,7.6
68322.0,38.8
73480.0,18.28
43375.0,22.9
16422.0,7.78
16919.0,7.2
21792.0,14.3
69083.0,20.38
13879.0,4.58
33365.0,6.28
57017.0,18.98
9137.0,6.6
24346.0,27.5
47428.0,23.98
3937.0,3.88
37647.0,6.2
54684.0,12.88
60092.0,11.68
53679.0,15.6
23850.0,6.68
12954.0,9.58
67209.0,9.5
53929.0,6.3
3363.0,8.68
61253.0,103.0
17307.0,3.58
47772.0,5.6
5061.0,12.3
49516.0,17.88
19406.0,13.5
12806.0,11.6
59392.0,14.98
39937.0,0.68
65195.0,22.0
61197.0,8.98
22931.0,8.8
41136.0,3.28
17501.0,68.0
37813.0,2.2
3762.0,13.2
10470.0,7.5
46622.0,12.5
24025.0,16.2
2215.0,1.3
50286.0,4.99
63572.0,10.8
61926.0,3.28
64783.0,23.5
47205.0,10.88
67666.0,39.5
4711.0,3.8
64136.0,17.68
65339.0,5.58
49271.0,10.58
58118.0,23.98
65265.0,35.38
19336.0,2.8
6636.0,2.5
49439.0,14.68
28176.0,40.5
42137.0,36.0
17694.0,3.58
3729.0,8.28
72310.0,13.1
3270.0,4.7
9472.0,6.48
37604.0,4.0
59435.0,2.78
16197.0,12.68
38970.0,5.68
30587.0,9.1
2149.0,6.8
46827.0,23.4
43729.0,9.88
9154.0,3.5
55739.0,10.8
57490.0,21.8
73736.0,6.68
27254.0,11.9799
28217.0,9.35
37329.0,6.58
49347.0,14.98
23364.0,12.5
22534.0,32.98
40568.0,23.7
43299.0,4.1
59699.0,14.48
59404.0,13.98
61584.0,10.3
5376.0,20.2
9649.0,17.4
18554.0,93.7
57736.0,12.3
34246.0,2.88
30704.0,29.8
73125.0,6.58
26708.0,29.68
45291.0,8.18
2474.0,19.88
31788.0,13.9
67115.0,1.88
30254.0,33.8
53892.0,2.8
38314.0,10.78
67530.0,12.8
44581.0,68.8
58977.0,6.5
41272.0,9.68
52400.0,8.68
55738.0,10.58
55572.0,21.2
11106.0,34.0
55220.0,27.88
52179.0,15.38
22860.0,11.5
73875.0,2.68
26314.0,19.8
47182.0,46.3
18873.0,7.58
14162.0,64.0
58076.0,4.8
20990.0,22.6
72042.0,3.08
28756.0,16.2
40449.0,23.5
72584.0,17.5
7945.0,26.8
65393.0,10.88
31279.0,8.9
51024.0,6.58
3197.0,13.58
16421.0,7.98
52599.0,8.6
35992.0,10.8
26814.0,10.5
44064.0,6.68
52459.0,5.4
52763.0,52.88
18120.0,9.2
17383.0,8.8
66556.0,22.0
20236.0,9.5
19505.0,5.5
32535.0,4.38
70032.0,30.8
42330.0,73.0
63924.0,18.7
50425.0,6.2
50592.0,6.8
35388.0,11.9799
53881.0,9.6
72173.0,4.6
27626.0,28.8
52390.0,14.99
37385.0,22.8
50997.0,9.98
69076.0,21.88
65470.0,12.98
65080.0,10.6
38929.0,24.8
66411.0,9.78
37685.0,5.8
56844.0,29.2
58941.0,19.8
15834.0,9.98
3208.0,15.5
2342.0,15.98
52003.0,36.5
45092.0,7.0
47975.0,4.68
11911.0,28.8
17864.0,60.9
25974.0,12.3
18492.0,11.38
13158.0,19.6
4182.0,44.5
30150.0,13.98
55409.0,9.3
7702.0,10.8
59423.0,15.1
36160.0,8.1
23484.0,32.0
65501.0,7.18
48309.0,2.88
27950.0,77.88
22648.0,3.5
26134.0,3.98
8612.0,7.6
5301.0,9.68
57991.0,5.68
43108.0,3.0
37514.0,13.2
72376.0,28.5
3916.0,24.98
7535.0,27.15
51902.0,2.88
63192.0,4.3
38428.0,15.88
6518.0,2.3
66223.0,15.6
19964.0,28.8
30439.0,17.2
12523.0,8.68
64546.0,13.5
64178.0,12.5
67200.0,21.98
49377.0,7.5
10077.0,7.28
18103.0,2.3
28638.0,36.58
26786.0,8.3
35579.0,6.38
12234.0,17.5799
26750.0,5.6
58251.0,8.5
28850.0,14.88
25613.0,17.2
17493.0,5.3
2190.0,4.38
40952.0,13.3
8578.0,26.1
69107.0,19.58
48484.0,9.6
44882.0,8.9
35452.0,13.3
37363.0,22.8
69763.0,3.88
39223.0,2.7
8201.0,10.3
38550.0,18.5
29398.0,4.8
73375.0,24.88
62946.0,17.68
50183.0,7.8
58388.0,6.5
62841.0,4.5
38544.0,18.5
55541.0,20.98
28996.0,15.88
55052.0,5.0
34092.0,12.98
18930.0,1.4
18644.0,19.3
64804.0,16.58
17398.0,9.6
13729.0,6.38
3638.0,2.58
67110.0,24.3
6011.0,7.98
12357.0,9.8
46217.0,11.6
6572.0,18.8
62867.0,44.1
35241.0,32.3
29481.0,21.8
44608.0,10.3
49999.0,4.95
53779.0,6.9
58542.0,9.8
47837.0,1.5
7918.0,12.02
59778.0,23.6
70714.0,7.3
12901.0,17.98
48900.0,23.5
42796.0,12.6
15545.0,2.2
69328.0,21.8
2364.0,42.68
47676.0,91.2
34797.0,21.0
17071.0,8.88
43626.0,26.5
13137.0,22.88
1929.0,12.4
3587.0,20.89
64529.0,15.42
14205.0,12.6
29527.0,9.58
49525.0,18.0
33159.0,22.8
54644.0,16.98
18024.0,23.8
53609.0,63.5
8207.0,10.8
28965.0,41.8
63326.0,10.2
23453.0,26.3
73440.0,16.7
43497.0,10.6
66437.0,16.8
37212.0,23.98
41908.0,15.98
37380.0,4.41
12521.0,7.9
52357.0,16.2
59682.0,13.2
22995.0,11.39
45577.0,11.6
23998.0,16.88
20080.0,13.8
55471.0,8.68
23061.0,12.6
63055.0,3.68
44750.0,5.8
45302.0,18.73
20184.0,6.98
31666.0,6.28
61562.0,12.2
3531.0,6.38
54637.0,22.9
18604.0,9.38
62106.0,16.8
25162.0,21.5
10458.0,12.5
26828.0,9.3
66279.0,14.1
18145.0,30.98
22182.0,2.18
17372.0,7.98
16776.0,16.58
46511.0,6.5
21977.0,5.55
6414.0,16.18
62131.0,16.8
31834.0,8.68
10911.0,13.5
36769.0,3.48
21819.0,1.88
22551.0,2.8
21225.0,6.78
15473.0,5.68
4290.0,8.6
4408.0,5.88
15247.0,16.6
47126.0,3.68
69406.0,1.5599
56961.0,17.58
45583.0,13.88
48731.0,8.4
10606.0,22.2
54782.0,37.3
62520.0,4.3
39395.0,6.88
13835.0,9.98
63309.0,9.9
27058.0,15.58
30907.0,32.5
22929.0,6.8
14228.0,1.2
63975.0,21.5
53973.0,5.8
36294.0,38.9
15331.0,12.5
15238.0,12.35
10537.0,14.2
15089.0,31.8
47435.0,23.4
48759.0,8.5
65551.0,6.3
20019.0,42.0
48995.0,7.2
3008.0,5.98
35415.0,5.68
52567.0,7.8
57011.0,4.68
26303.0,19.8
21948.0,5.48
64679.0,18.0
49091.0,9.5
9255.0,6.2
23140.0,14.98
10882.0,7.3
29827.0,39.5
64738.0,0.5
30993.0,38.8
40235.0,13.2
28459.0,32.98
26415.0,25.8
28706.0,3.38
30931.0,12.4799
7581.0,23.0
8948.0,12.88
38130.0,17.28
8213.0,40.8
39325.0,20.38
45889.0,23.32
24127.0,3.95
17759.0,7.88
61309.0,5.2
46663.0,10.68
71672.0,7.85
52398.0,6.6
27791.0,18.6
31118.0,21.89
51201.0,13.8
40053.0,9.9
68980.0,27.5
31870.0,5.98
50501.0,6.0
42745.0,3.9
2585.0,4.9
5792.0,23.5
64728.0,37.7
21170.0,9.28
5564.0,3.48
46549.0,6.5
64007.0,49.8
19770.0,10.1
28474.0,15.3
60273.0,3.4
68020.0,9.9
10954.0,18.8
58120.0,21.8
71675.0,10.5
29035.0,1.88
45642.0,11.88
10981.0,21.8
22586.0,2.39
56133.0,13.7
44108.0,13.3
19439.0,13.88
4028.0,19.73
71139.0,11.5
7939.0,13.6
28721.0,4.68
34734.0,21.6
59976.0,7.98
54648.0,14.5
69529.0,6.2
61409.0,6.9
60791.0,218.8
26416.0,28.38
59651.0,3.5
13559.0,4.78
36806.0,20.1
7265.0,6.18
16854.0,22.5798
2234.0,4.68
25084.0,11.5
28839.0,8.18
46500.0,4.38
65950.0,17.88
54048.0,12.8
12445.0,16.5
17455.0,13.58
51871.0,7.98
44470.0,1.5
48614.0,9.2
73293.0,15.98
47111.0,12.88
14004.0,11.88
59164.0,3.58
63727.0,23.6
21343.0,7.2
33835.0,4.5
34296.0,7.98
52979.0,11.7
18096.0,9.38
67185.0,10.68
28675.0,15.68
33999.0,11.6
72296.0,11.4
65065.0,12.0
37054.0,22.58
62193.0,7.55
46279.0,5.3
18636.0,78.0
27465.0,20.28
3788.0,12.35
26425.0,27.96
28649.0,5.65
5233.0,9.38
27911.0,3.5
25743.0,23.8
38113.0,16.38
29788.0,30.0
44371.0,17.8
54667.0,8.2
35793.0,14.8
58219.0,8.48
46601.0,14.8
10005.0,15.0
58844.0,15.3
72933.0,8.78
46334.0,6.58
20350.0,10.28
61971.0,3.78
28525.0,4.6
43932.0,14.0
69571.0,15.5
10483.0,8.6
37149.0,0.8
64935.0,3.98
6136.0,11.5
17474.0,8.99
70733.0,7.2
53104.0,6.8
8866.0,13.3
45063.0,25.5
25477.0,4.8
39572.0,7.8
46472.0,5.1
71456.0,4.2
33384.0,5.98
27137.0,46.0
70435.0,3.58
27416.0,16.8799
6006.0,7.5
47375.0,2.38
13296.0,18.88
56822.0,3.48
62198.0,1.1799
15957.0,14.3
46026.0,10.68
9823.0,25.5
61141.0,9.9799
24610.0,20.2399
69003.0,8.6
61918.0,4.0
3410.0,1.4
67985.0,11.8
73384.0,11.2
60668.0,9.8
63384.0,20.48
37208.0,3.1
46592.0,7.8
22454.0,11.8
21783.0,48.88
44534.0,13.5
54990.0,6.5
52783.0,10.67
44594.0,69.8
55029.0,1.88
48472.0,16.98
59674.0,5.5
54336.0,4.86
51380.0,18.0
29169.0,9.6
1715.0,21.0
29751.0,13.5
62000.0,5.68
51312.0,3.2
22443.0,2.98
4344.0,6.3
58896.0,24.8
48005.0,6.4
48935.0,10.5
38640.0,32.18
7092.0,31.88
26477.0,21.88
26756.0,9.38
33003.0,4.68
74082.0,9.38
15600.0,19.5
33044.0,6.0
53880.0,8.8
34597.0,6.43
34031.0,6.9
6306.0,23.8
13352.0,12.5
49203.0,19.2
72739.0,23.38
48342.0,12.8
26175.0,14.0
66735.0,5.88
42846.0,25.75
33067.0,1.95
35103.0,12.88
36839.0,4.88
49197.0,24.98
51880.0,20.6
34035.0,7.8
5154.0,16.8
40671.0,21.5
7076.0,6.98
51622.0,22.5
59604.0,5.38
31033.0,15.98
49278.0,10.58
42197.0,2.0
28003.0,13.8
27616.0,6.48
57429.0,9.7
11428.0,6.5
59948.0,14.98
18632.0,9.58
62407.0,24.5
54863.0,6.7
71741.0,16.88
7829.0,13.0
36663.0,7.28
9328.0,9.38
42439.0,10.8
67977.0,9.99
56424.0,57.5
66505.0,26.8
15935.0,8.9
44276.0,4.9
53655.0,6.88
12089.0,4.2
43397.0,30.6
5824.0,3.4
41198.0,2.8
69895.0,8.4
38528.0,9.5
46729.0,3.88
4328.0,3.18
19837.0,26.0
17909.0,14.98
69023.0,19.01
68924.0,17.0
55327.0,4.3
47395.0,4.68
61789.0,12.3
37193.0,6.99
63863.0,6.3
51144.0,13.55
71828.0,4.8
52620.0,27.5
54971.0,20.68
47465.0,22.16
71405.0,33.8
20968.0,5.18
21032.0,7.4
66089.0,21.8
43724.0,63.0
34999.0,10.8
27817.0,17.5
12623.0,7.38
14696.0,18.8
19089.0,20.98
62497.0,12.98
4642.0,7.5
72553.0,5.58
33171.0,20.3
71161.0,54.8
58518.0,13.6
19822.0,7.16
12978.0,15.98
43807.0,13.0
43096.0,3.78
51115.0,5.38
44518.0,2.7
51318.0,11.88
45036.0,12.6
40185.0,6.7
53670.0,6.2
4124.0,39.98
42786.0,10.5
31969.0,23.8799
6938.0,1.28
33016.0,8.8
20887.0,2.68
49417.0,17.88
56648.0,6.98
16409.0,14.88
20982.0,25.6
49833.0,21.58
28227.0,8.7
57333.0,9.9799
67887.0,5.48
27656.0,6.2
56766.0,18.18
13493.0,10.5
38512.0,18.0
69833.0,1.8
18808.0,15.0
21391.0,6.7
46501.0,3.58
51289.0,19.1
32042.0,44.5
56287.0,9.6
26023.0,2.18
44477.0,5.88
25813.0,9.78
51153.0,13.0
46021.0,8.5
53658.0,27.88
72103.0,27.6
44364.0,37.9
58373.0,7.3
4936.0,15.8
22199.0,7.58
20671.0,8.5
53547.0,9.6
13089.0,28.8
52832.0,9.99
62638.0,13.5
24223.0,53.0
34583.0,6.8
21194.0,6.5
17496.0,72.8
25530.0,4.68
2903.0,8.8
63810.0,25.88
63113.0,19.98
37444.0,6.5
48533.0,3.88
17505.0,24.6
24511.0,29.5
55200.0,9.38
64042.0,11.5
52152.0,6.68
35798.0,15.98
11941.0,2.2
63323.0,10.38
39197.0,3.25
28067.0,19.5
55507.0,22.45
49459.0,6.58
19561.0,17.3
39256.0,14.78
63880.0,14.2
43125.0,17.56
7839.0,20.8
70063.0,29.98
6367.0,18.8
16959.0,17.8799
48522.0,10.9
50108.0,2.58
8111.0,37.5
45805.0,10.2
67882.0,39.98
70543.0,11.48
46393.0,6.68
53718.0,8.6
41316.0,24.8
46879.0,10.2
59554.0,2.8
44073.0,18.88
42069.0,26.8
66706.0,64.0
49780.0,3.4
9662.0,17.48
28890.0,11.2
40119.0,96.55
27710.0,12.6
24132.0,5.88
59180.0,4.8
28953.0,17.8
62740.0,7.68
64074.0,11.98
25961.0,14.58
27392.0,19.99
20203.0,9.3
49457.0,12.0
26387.0,7.7
36185.0,108.0
6564.0,4.2
9229.0,0.85
57313.0,5.9
31258.0,6.2
41018.0,5.0
15266.0,18.8
16211.0,9.3
2400.0,8.5
41579.0,11.4
19666.0,10.98
9808.0,20.6
9976.0,18.2
70293.0,10.2
66928.0,18.5
66253.0,13.5
34738.0,24.6
16182.0,13.3
8746.0,7.38
13199.0,4.85
58060.0,3.8
14066.0,14.98
70128.0,3.3
42189.0,38.5
45739.0,32.4
32842.0,8.8
30122.0,14.7
4001.0,9.8
50003.0,29.3
15508.0,24.4
73289.0,15.38
21601.0,5.9
38213.0,4.5
36209.0,0.5
16675.0,5.88
68042.0,15.9
54409.0,0.9
15847.0,5.88
54092.0,8.6
64079.0,32.0
44691.0,62.5
19928.0,2.78
63904.0,5.0
30965.0,11.69
10508.0,36.7
30858.0,3.98
74079.0,8.8
44034.0,10.9
24270.0,37.88
46084.0,11.38
41808.0,11.8
64759.0,14.8
65962.0,19.2
18813.0,14.98
49085.0,9.57
48321.0,12.53
3467.0,15.5
70614.0,13.5
60314.0,3.68
5644.0,6.98
16183.0,12.68
37301.0,9.0
1688.0,3.72
28758.0,152.88
29296.0,8.78
32344.0,5.2
47207.0,18.8
46831.0,23.88
48733.0,9.68
15468.0,11.48
26510.0,28.8
47125.0,3.5
53480.0,8.6
29331.0,4.78
67698.0,2.98
25673.0,38.5
57938.0,25.5
36144.0,3.5
54168.0,3.0
31372.0,4.88
27421.0,14.3
71918.0,8.6
70959.0,18.18
57780.0,13.68
55813.0,28.9
45765.0,8.7
53133.0,6.58
36735.0,15.98
13893.0,8.1
61321.0,5.6
19717.0,40.8
62098.0,12.88
29349.0,88.98
55919.0,25.0
65878.0,18.98
19389.0,6.28
57822.0,14.35
16128.0,55.5
10698.0,11.0
6603.0,18.2
9402.0,22.5
48280.0,8.28
59235.0,16.28
39102.0,12.38
69278.0,31.2
29128.0,8.85
15395.0,17.1
40148.0,29.3
33896.0,5.8
49698.0,5.38
31419.0,25.98
44615.0,11.0
73696.0,8.2
34568.0,7.2
39962.0,25.2
57542.0,5.78
55869.0,11.18
7548.0,3.6
65286.0,9.6
8283.0,2.78
25643.0,16.9
63438.0,10.5
11558.0,20.58
57998.0,5.98
36875.0,18.6
24022.0,16.3
50177.0,7.8
35736.0,23.8
57234.0,29.98
72319.0,11.2
8661.0,4.9
19130.0,11.68
56402.0,6.3
49007.0,7.8
22562.0,4.8
69923.0,6.9
19808.0,6.3
57294.0,6.68
54103.0,4.98
1728.0,4.45
21743.0,9.38
42471.0,8.0
46574.0,136.5
23370.0,18.3
56125.0,45.5
45391.0,5.8
64246.0,6.9
1919.0,8.28
13104.0,36.88
27260.0,11.28
40240.0,14.38
51384.0,7.38
49614.0,6.9
73886.0,0.79
45537.0,14.5
2882.0,3.8
53691.0,51.8
64830.0,3.98
37665.0,5.18
57185.0,13.5
10802.0,10.65
23325.0,22.8
20485.0,4.33
46483.0,4.3
30397.0,11.58
43159.0,34.5
64497.0,16.0
38115.0,18.86
66262.0,7.35
46832.0,18.38
28188.0,6.98
61228.0,4.88
20538.0,3.38
45483.0,71.38
61181.0,4.5
71490.0,10.0
3813.0,18.0
72267.0,5.6
66466.0,53.98
21497.0,4.28
24452.0,12.5
14070.0,16.98
34541.0,9.98
45801.0,8.8
15634.0,9.8
65440.0,7.0
11593.0,3.68
51775.0,8.99
41691.0,14.25
70250.0,9.8
15463.0,9.7
32630.0,31.6
44032.0,9.6
26101.0,20.88
48945.0,12.8
67038.0,7.38
32116.0,14.6
71195.0,24.8
47969.0,5.5
4885.0,14.98
49150.0,7.8
3069.0,20.8
73116.0,23.28
47923.0,6.88
73500.0,15.68
56679.0,11.9
67735.0,31.5
27021.0,19.8
45473.0,3.3
42133.0,35.0
33538.0,7.25
4453.0,3.8
41837.0,19.98
8468.0,26.2
69577.0,39.9799
16903.0,4.56
31355.0,2.68
67452.0,13.68
35148.0,42.5
44516.0,3.2
20085.0,11.8
50747.0,16.48
40986.0,15.3
26767.0,9.38
39737.0,35.8
40166.0,28.6
35144.0,48.8
50629.0,1.68
20624.0,1.3
3440.0,3.8
63324.0,10.25
54579.0,5.68
46153.0,8.8
57890.0,14.68
23823.0,24.0
14081.0,16.5
22359.0,10.58
30417.0,11.5
51632.0,5.15
53474.0,9.0
39957.0,6.0
29108.0,16.38
14971.0,7.68
7130.0,8.68
35339.0,8.8
50646.0,6.88
49219.0,28.5
1758.0,6.08
64068.0,3.38
62314.0,32.18
15076.0,9.0
45314.0,10.4
8973.0,18.5
62247.0,63.8
9824.0,6.8
41755.0,6.5
8160.0,11.8
2656.0,10.38
38763.0,7.0
41070.0,9.5
35234.0,26.68
6344.0,19.5
25244.0,5.9
45572.0,15.98
19046.0,17.98
6920.0,15.9
37354.0,22.88
8716.0,12.5
44545.0,12.85
54442.0,16.5
52063.0,5.6
55973.0,14.7
3955.0,20.68
40806.0,5.38
61930.0,3.98
47623.0,88.8
37986.0,29.9
43320.0,2.8
6278.0,11.35
28002.0,8.08
58523.0,74.5
66900.0,7.8
35333.0,15.8
8334.0,12.8
3235.0,6.0
13110.0,7.6
23928.0,5.4
40528.0,22.5
2152.0,7.4
13642.0,3.3
7319.0,98.0
6229.0,11.8
63625.0,4.0
66171.0,4.5
11958.0,14.3
53700.0,50.0
41281.0,4.8
63028.0,16.0
39162.0,10.3
5614.0,11.9
9419.0,11.88
22113.0,3.88
51483.0,10.8
33309.0,5.6
53743.0,6.3
30051.0,6.8
5538.0,9.98
3244.0,5.28
19397.0,12.98
63169.0,29.4
9272.0,18.5
12518.0,8.3
65041.0,4.8
73631.0,5.6
6496.0,19.58
34507.0,24.9
28677.0,19.5
18767.0,26.68
19973.0,5.3
36453.0,12.8
8498.0,24.9
14232.0,4.28
63481.0,14.1
27104.0,14.5
32629.0,33.5
7360.0,28.9
35039.0,13.8
72654.0,4.48
67220.0,4.86
57566.0,9.8
62248.0,65.98
53410.0,20.58
64031.0,9.88
55912.0,6.8
60765.0,7.58
8416.0,24.5
36456.0,11.88
56341.0,13.88
52833.0,5.4
17628.0,12.98
50051.0,8.58
47011.0,15.68
69160.0,11.0
23661.0,19.28
48429.0,12.6
7431.0,18.9
9058.0,5.6
29962.0,21.88
20253.0,2.66
38576.0,6.8
17655.0,10.88
31485.0,13.0
57609.0,11.5
20578.0,5.1
45746.0,30.58
20703.0,3.9
47401.0,5.8
45317.0,14.3
56565.0,8.1
56151.0,9.98
5542.0,10.86
30521.0,6.18
29575.0,28.98
71861.0,8.92
35123.0,0.8
69691.0,8.5
52454.0,19.5
51502.0,8.8
16686.0,12.98
53620.0,20.9
40133.0,15.68
39880.0,16.88
18402.0,6.0
13061.0,5.88
17523.0,25.8
68481.0,17.9
22716.0,8.0
15963.0,6.28
30843.0,43.2
37511.0,15.0
62518.0,6.5
19176.0,7.28
13335.0,23.1
62555.0,39.58
62760.0,7.0
70911.0,6.5
57836.0,11.98
41886.0,18.6
5377.0,20.98
64166.0,12.5
36006.0,12.38
51610.0,9.5
13431.0,11.78
73067.0,2.8
22466.0,9.0
38503.0,17.4
7800.0,10.88
48125.0,9.38
22916.0,6.6
38363.0,7.18
21533.0,12.8
24537.0,22.8
12054.0,14.8
65347.0,33.8
11875.0,24.9
8117.0,11.6
39504.0,10.3
19522.0,3.78
27400.0,4.8
10903.0,17.58
30956.0,12.38
52703.0,24.0
4726.0,17.5
22508.0,33.68
63971.0,24.98
29243.0,21.8
23635.0,17.6
17454.0,13.58
54478.0,2.7799
64905.0,2.95
46469.0,7.68
29992.0,4.68
4537.0,5.4
21910.0,7.6
25493.0,10.78
65629.0,34.0
48905.0,20.8
14433.0,29.68
34617.0,6.18
57791.0,15.68
73103.0,4.6
65180.0,22.48
28393.0,25.08
15237.0,12.1
17702.0,4.3
20668.0,8.3
38206.0,7.58
38033.0,2.8
60728.0,3.2
48697.0,3.2
28663.0,21.98
51326.0,11.98
64964.0,5.4
5039.0,16.3
20295.0,5.5
3376.0,6.35
62189.0,7.2
12824.0,11.8
22798.0,14.7
29785.0,31.38
13459.0,18.28
50788.0,13.8
61398.0,8.9
2678.0,5.18
26149.0,122.0
41865.0,29.5
53406.0,23.7
4564.0,5.98
32578.0,13.5
41104.0,1.5
23633.0,16.8
32571.0,14.8
4898.0,12.08
42679.0,13.06
64347.0,17.98
11167.0,40.78
21866.0,5.38
74105.0,7.88
9805.0,22.3
42964.0,9.6
46204.0,12.0
16300.0,12.23
64179.0,12.0
3413.0,5.3
58798.0,37.6
16395.0,12.9799
21287.0,7.35
41499.0,34.7
26491.0,18.88
20210.0,15.8
48562.0,3.98
61082.0,18.38
47929.0,6.3
22895.0,10.9799
9210.0,8.73
7116.0,3.0
62374.0,1.98
47706.0,6.38
38745.0,14.0
53344.0,20.58
21794.0,13.8
34064.0,20.8
20428.0,7.0
46900.0,32.58
24406.0,1.1799
67921.0,3.68
22755.0,4.8
58697.0,19.2
29032.0,18.38
66083.0,18.8
8305.0,6.48
4174.0,4.2
72167.0,6.4
46755.0,7.6
49465.0,2.8
62396.0,25.2
22828.0,8.6
24675.0,5.88
49580.0,2.4
33817.0,8.98
45450.0,6.8
54908.0,12.2
32070.0,4.38
12151.0,3.52
3408.0,11.8
11588.0,3.54
63103.0,18.8
35162.0,7.95
58619.0,38.0
28384.0,4.5
10575.0,20.0
10571.0,25.5
45599.0,14.5
66618.0,21.2
73372.0,22.8
50912.0,13.5
52867.0,18.56
35592.0,7.1
4829.0,17.98
37919.0,11.5
66989.0,12.0
57379.0,5.88
19611.0,11.68
64620.0,16.4
52113.0,10.5
67658.0,21.25
3081.0,4.45
26076.0,41.8
64132.0,22.8
54297.0,13.6
6562.0,3.58
12755.0,16.6
8872.0,22.98
18499.0,14.68
9282.0,16.58
18904.0,21.58
18099.0,8.3
51032.0,6.0
27423.0,13.2
27017.0,7.38
65956.0,16.98
17147.0,16.1
45944.0,4.7
46609.0,9.58
36723.0,4.3
69256.0,68.0
74070.0,11.5
17795.0,52.86
54395.0,5.25
57341.0,29.88
44838.0,6.6
3200.0,13.8
65997.0,18.78
12393.0,16.5
44352.0,38.88
29848.0,31.8
42288.0,5.5
62009.0,5.68
36448.0,13.6
5812.0,13.68
61536.0,6.3
51771.0,10.5
28096.0,5.38
57086.0,5.68
8422.0,24.6
9795.0,33.8
47780.0,8.58
12682.0,22.68
21722.0,1.0
3829.0,16.98
8552.0,25.48
66818.0,2.75
6604.0,16.5
47468.0,5.18
69804.0,5.2
45068.0,27.0
46427.0,12.1
61573.0,12.98
35519.0,40.3
51779.0,9.8
45994.0,37.5
33046.0,9.3
1841.0,5.78
10707.0,24.8
9458.0,12.2
27049.0,9.48
10094.0,17.48
64418.0,23.58
46287.0,6.18
16307.0,10.8
54009.0,13.0399
17995.0,19.68
66103.0,5.9
12371.0,4.78
64776.0,11.5
8794.0,20.8
58160.0,8.8
15194.0,7.5
57194.0,13.68
44596.0,62.5
15664.0,3.5
19754.0,8.98
17491.0,9.9799
7601.0,21.8799
55561.0,27.3
44563.0,7.6
37756.0,3.68
12200.0,11.0
8044.0,11.98
46807.0,13.78
44274.0,6.2
51160.0,14.3
6100.0,6.88
64921.0,8.4
53489.0,8.66
71318.0,9.3
31772.0,7.86
